order_id,order_date,region,channel,product_id,product_name,category,unit_price,quantity,discount,customer_id,payment_method
O2024001684,2024-10-18,East,Wholesale,P1005,Desk Lamp,Home Office,31.41,2,0.0,C15930,Pix
O2024001685,2024-10-09,Central,Online,P1015,Laptop Stand,Home Office,29.0,3,0.0,C15275,Pix
O2024001686,2024-01-16,West,Marketplace,P1003,USB-C Cable,Electronics,9.6,2,0.1,C17354,Bank Transfer
O2024001687,2024-01-31,North,Online,P1001,Wireless Mouse,Electronics,26.16,3,0.0,C13622,Debit Card
O2024001688,2024-10-30,North,Store,P1003,USB-C Cable,Electronics,10.2,1,0.15,C18111,Bank Transfer
O2024001689,2024-02-08,West,Online,P1015,Laptop Stand,Home Office,29.6,2,0.05,C17837,Credit Card
O2024001690,2024-10-04,West,Online,P1012,Webcam,Electronics,39.5,2,0.1,C12155,Bank Transfer
O2024001691,2024-09-24,West,Store,P1014,Planner 2024,Stationery,15.05,4,0.15,C10692,Debit Card
O2024001692,2024-09-11,North,Online,P1004,27-inch Monitor,Electronics,191.8,6,0.2,C18448,Pix
O2024001693,2024-12-11,South,Marketplace,P1012,Webcam,Electronics,40.28,8,0.1,C16533,Pix
O2024001694,2024-03-10,Central,Marketplace,P1010,Backpack,Lifestyle,42.78,3,0.0,C12645,Credit Card
O2024001695,2024-01-19,Central,Marketplace,P1003,USB-C Cable,Electronics,9.41,2,0.05,C17933,Credit Card
O2024001696,2024-12-22,South,Marketplace,P1011,Bluetooth Speaker,Electronics,60.46,1,0.0,C12080,Pix
O2024001697,2024-08-16,North,Online,P1011,Bluetooth Speaker,Electronics,60.5,4,0.0,C10861,Bank Transfer
O2024001698,2024-06-03,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,2,0.2,C11269,Pix
O2024001699,2024-11-27,South,Online,P1008,Ballpoint Pen Set,Stationery,8.65,4,0.2,C11184,Bank Transfer
O2024001700,2024-08-22,West,Store,P1005,Desk Lamp,Home Office,35.24,1,0.1,C18462,Credit Card
O2024001701,2024-09-14,East,Wholesale,P1011,Bluetooth Speaker,Electronics,53.91,3,0.1,C13956,Bank Transfer
O2024001702,2024-06-20,East,Wholesale,P1012,Webcam,Electronics,35.91,1,0.2,C12306,Debit Card
O2024001703,2024-05-14,South,Marketplace,P1013,Coffee Mug,Lifestyle,12.01,6,0.15,C19963,Pix
O2024001704,2024-07-04,East,Marketplace,P1012,Webcam,Electronics,39.1,2,0.0,C14675,Bank Transfer
O2024001705,2024-07-28,North,Online,P1003,USB-C Cable,Electronics,10.0,1,0.0,C16748,Bank Transfer
O2024001706,2024-01-22,North,Online,P1004,27-inch Monitor,Electronics,191.8,1,0.0,C12181,Bank Transfer
O2024001707,2024-01-25,West,Online,P1013,Coffee Mug,Lifestyle,11.78,2,0.15,C19782,Debit Card
O2024001708,2024-09-07,North,Online,P1013,Coffee Mug,Lifestyle,12.02,8,0.05,C15798,Pix
O2024001709,2024-08-11,Central,Online,P1011,Bluetooth Speaker,Electronics,58.1,1,0.0,C19846,Pix
O2024001710,2024-09-21,Central,Online,P1008,Ballpoint Pen Set,Stationery,8.15,1,0.05,C16559,Bank Transfer
O2024001711,2024-08-02,East,Store,P1007,Notebook Pack,Stationery,12.75,4,0.0,C13124,Bank Transfer
O2024001712,2024-11-25,East,Store,P1007,Notebook Pack,Stationery,12.75,2,0.15,C19081,Bank Transfer
O2024001713,2024-09-27,North,Online,P1006,Ergonomic Chair,Home Office,252.4,3,0.05,C12170,Debit Card
O2024001714,2024-12-04,South,Wholesale,P1009,Water Bottle,Lifestyle,14.74,4,0.15,C18220,Credit Card
O2024001715,2024-02-04,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,1,0.2,C12670,Bank Transfer
O2024001716,2024-10-20,East,Online,P1003,USB-C Cable,Electronics,9.9,2,0.15,C13138,Pix
O2024001717,2024-01-08,South,Store,P1005,Desk Lamp,Home Office,36.67,5,0.1,C18531,Credit Card
O2024001718,2024-06-23,Central,Online,P1001,Wireless Mouse,Electronics,25.12,2,0.1,C10556,Credit Card
O2024001719,2024-05-15,Central,Store,P1002,Mechanical Keyboard,Electronics,79.05,3,0.05,C15452,Pix
O2024001720,2024-07-13,East,Online,P1002,Mechanical Keyboard,Electronics,79.9,5,0.2,C13899,Credit Card
O2024001721,2024-11-29,North,Store,P1008,Ballpoint Pen Set,Stationery,8.65,8,0.0,C11016,Debit Card
O2024001722,2024-11-22,West,Online,P1007,Notebook Pack,Stationery,12.38,1,0.15,C19829,Pix
O2024001723,2024-08-13,East,Store,P1008,Ballpoint Pen Set,Stationery,8.57,1,0.2,C16256,Bank Transfer
O2024001724,2024-01-01,Central,Marketplace,P1006,Ergonomic Chair,Home Office,237.55,2,0.2,C11231,Debit Card
O2024001725,2024-04-19,South,Online,P1012,Webcam,Electronics,41.1,2,0.1,C13440,Pix
O2024001726,2024-11-01,North,Store,P1001,Wireless Mouse,Electronics,26.68,1,0.0,C19915,Bank Transfer
O2024001727,2024-06-02,North,Online,P1011,Bluetooth Speaker,Electronics,60.5,4,0.05,C13917,Bank Transfer
O2024001728,2024-10-05,West,Marketplace,P1012,Webcam,Electronics,38.71,10,0.1,C19642,Bank Transfer
O2024001729,2024-01-25,East,Store,P1010,Backpack,Lifestyle,45.9,1,0.0,C19356,Bank Transfer
O2024001730,2024-02-12,East,Online,P1003,USB-C Cable,Electronics,9.9,2,0.0,C11342,Debit Card
O2024001731,2024-04-01,North,Marketplace,P1012,Webcam,Electronics,39.49,3,0.0,C14206,Credit Card
O2024001732,2024-05-16,South,Store,P1003,USB-C Cable,Electronics,10.4,2,0.15,C17235,Debit Card
O2024001733,2024-10-28,West,Marketplace,P1014,Planner 2024,Stationery,14.46,10,0.2,C12031,Debit Card
O2024001734,2024-11-18,North,Online,P1008,Ballpoint Pen Set,Stationery,8.48,8,0.0,C19733,Bank Transfer
O2024001735,2024-10-06,West,Online,P1003,USB-C Cable,Electronics,9.8,1,0.0,C12653,Bank Transfer
O2024001736,2024-09-25,West,Store,P1014,Planner 2024,Stationery,15.05,1,0.05,C11141,Debit Card
O2024001737,2024-12-03,South,Online,P1014,Planner 2024,Stationery,15.35,4,0.2,C19281,Bank Transfer
O2024001738,2024-10-27,North,Online,P1002,Mechanical Keyboard,Electronics,80.7,2,0.15,C14683,Bank Transfer
O2024001739,2024-04-23,West,Marketplace,P1012,Webcam,Electronics,38.71,3,0.1,C13510,Pix
O2024001740,2024-07-21,North,Store,P1008,Ballpoint Pen Set,Stationery,8.65,5,0.1,C19190,Bank Transfer
O2024001741,2024-11-04,South,Store,P1009,Water Bottle,Lifestyle,16.7,3,0.0,C19643,Bank Transfer
O2024001742,2024-08-03,Central,Online,P1002,Mechanical Keyboard,Electronics,77.5,2,0.0,C14658,Bank Transfer
O2024001743,2024-08-01,West,Online,P1010,Backpack,Lifestyle,44.55,1,0.15,C17669,Pix
O2024001744,2024-10-01,West,Store,P1001,Wireless Mouse,Electronics,26.15,2,0.0,C14534,Pix
O2024001745,2024-08-07,South,Store,P1008,Ballpoint Pen Set,Stationery,8.83,2,0.0,C18890,Debit Card
O2024001746,2024-10-15,Central,Wholesale,P1006,Ergonomic Chair,Home Office,218.16,5,0.1,C12938,Bank Transfer
O2024001747,2024-06-28,South,Marketplace,P1012,Webcam,Electronics,40.28,5,0.15,C15296,Bank Transfer
O2024001748,2024-02-06,West,Marketplace,P1011,Bluetooth Speaker,Electronics,58.11,3,0.15,C10126,Pix
O2024001749,2024-06-16,West,Marketplace,P1014,Planner 2024,Stationery,14.46,2,0.0,C11366,Debit Card
O2024001750,2024-11-05,East,Store,P1002,Mechanical Keyboard,Electronics,81.5,1,0.15,C16683,Bank Transfer
O2024001751,2024-06-21,South,Online,P1003,USB-C Cable,Electronics,10.2,1,0.1,C19654,Bank Transfer
O2024001752,2024-08-01,North,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.31,5,0.0,C19959,Debit Card
O2024001753,2024-03-25,South,Store,P1001,Wireless Mouse,Electronics,27.21,10,0.0,C14758,Pix
O2024001754,2024-04-24,East,Store,P1003,USB-C Cable,Electronics,10.1,3,0.2,C15014,Credit Card
O2024001755,2024-12-17,North,Online,P1002,Mechanical Keyboard,Electronics,80.7,2,0.1,C10490,Debit Card
O2024001756,2024-05-25,North,Store,P1008,Ballpoint Pen Set,Stationery,8.65,3,0.0,C13296,Pix
O2024001757,2024-11-08,East,Marketplace,P1013,Coffee Mug,Lifestyle,11.66,1,0.1,C11882,Pix
O2024001758,2024-10-27,South,Marketplace,P1014,Planner 2024,Stationery,15.04,1,0.1,C13159,Credit Card
O2024001759,2024-10-29,North,Wholesale,P1008,Ballpoint Pen Set,Stationery,7.64,1,0.2,C10681,Bank Transfer
O2024001760,2024-05-14,North,Wholesale,P1013,Coffee Mug,Lifestyle,10.82,4,0.1,C12387,Credit Card
O2024001761,2024-12-12,Central,Online,P1002,Mechanical Keyboard,Electronics,77.5,1,0.0,C14340,Credit Card
O2024001762,2024-04-18,South,Wholesale,P1003,USB-C Cable,Electronics,9.18,2,0.15,C12580,Pix
O2024001763,2024-03-30,West,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.15,2,0.15,C16772,Credit Card
O2024001764,2024-04-01,South,Store,P1006,Ergonomic Chair,Home Office,262.54,3,0.2,C17080,Debit Card
O2024001765,2024-01-25,North,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.31,1,0.05,C18488,Credit Card
O2024001766,2024-05-13,South,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.48,6,0.0,C17164,Pix
O2024001767,2024-02-07,Central,Online,P1005,Desk Lamp,Home Office,33.85,1,0.0,C19290,Bank Transfer
O2024001768,2024-05-21,East,Store,P1004,27-inch Monitor,Electronics,193.7,1,0.0,C15622,Bank Transfer
O2024001769,2024-12-20,South,Online,P1007,Notebook Pack,Stationery,12.88,1,0.05,C15650,Bank Transfer
O2024001770,2024-05-25,West,Wholesale,P1009,Water Bottle,Lifestyle,14.17,3,0.2,C17036,Pix
O2024001771,2024-12-09,North,Store,P1013,Coffee Mug,Lifestyle,12.26,2,0.0,C12048,Credit Card
O2024001772,2024-06-01,North,Online,P1007,Notebook Pack,Stationery,12.62,1,0.2,C14603,Debit Card
O2024001773,2024-05-05,West,Online,P1013,Coffee Mug,Lifestyle,11.78,3,0.0,C19953,Debit Card
O2024001774,2024-08-08,Central,Online,P1011,Bluetooth Speaker,Electronics,58.1,4,0.15,C14818,Pix
O2024001775,2024-01-25,West,Store,P1011,Bluetooth Speaker,Electronics,60.49,4,0.15,C15618,Pix
O2024001776,2024-11-24,East,Wholesale,P1001,Wireless Mouse,Electronics,23.31,3,0.2,C14576,Pix
O2024001777,2024-12-01,Central,Store,P1003,USB-C Cable,Electronics,9.8,1,0.15,C11462,Bank Transfer
O2024001778,2024-02-03,West,Store,P1015,Laptop Stand,Home Office,30.19,2,0.1,C18236,Bank Transfer
O2024001779,2024-05-13,East,Marketplace,P1013,Coffee Mug,Lifestyle,11.66,3,0.15,C17237,Bank Transfer
O2024001780,2024-12-17,South,Marketplace,P1002,Mechanical Keyboard,Electronics,80.65,5,0.0,C11514,Pix
O2024001781,2024-02-08,West,Store,P1012,Webcam,Electronics,40.29,3,0.0,C11033,Pix
O2024001782,2024-01-30,South,Online,P1009,Water Bottle,Lifestyle,16.38,3,0.0,C18465,Pix
O2024001783,2024-03-28,South,Online,P1015,Laptop Stand,Home Office,30.8,2,0.2,C10478,Pix
O2024001784,2024-01-15,South,Marketplace,P1005,Desk Lamp,Home Office,35.23,2,0.15,C11191,Bank Transfer
O2024001785,2024-01-09,Central,Online,P1001,Wireless Mouse,Electronics,25.12,1,0.2,C16297,Pix
O2024001786,2024-07-27,East,Store,P1006,Ergonomic Chair,Home Office,254.9,1,0.0,C17778,Credit Card
O2024001787,2024-11-03,North,Store,P1010,Backpack,Lifestyle,46.36,3,0.15,C13332,Credit Card
O2024001788,2024-10-02,West,Online,P1004,27-inch Monitor,Electronics,188.0,4,0.2,C10622,Debit Card
O2024001789,2024-09-14,East,Online,P1011,Bluetooth Speaker,Electronics,59.9,4,0.2,C16915,Debit Card
O2024001790,2024-04-18,West,Store,P1004,27-inch Monitor,Electronics,191.76,3,0.0,C15214,Pix
O2024001791,2024-04-14,Central,Store,P1014,Planner 2024,Stationery,14.74,5,0.2,C17533,Pix
O2024001792,2024-09-12,West,Online,P1012,Webcam,Electronics,39.5,5,0.05,C11140,Bank Transfer
O2024001793,2024-09-23,North,Online,P1007,Notebook Pack,Stationery,12.62,1,0.0,C17465,Bank Transfer
O2024001794,2024-06-12,South,Store,P1006,Ergonomic Chair,Home Office,262.54,2,0.15,C13339,Bank Transfer
O2024001795,2024-02-06,Central,Store,P1013,Coffee Mug,Lifestyle,11.77,1,0.05,C18264,Pix
O2024001796,2024-11-03,Central,Store,P1007,Notebook Pack,Stationery,12.37,2,0.05,C19973,Bank Transfer
O2024001797,2024-11-07,West,Marketplace,P1003,USB-C Cable,Electronics,9.6,6,0.1,C19830,Debit Card
O2024001798,2024-10-22,West,Store,P1003,USB-C Cable,Electronics,10.0,4,0.15,C11174,Credit Card
O2024001799,2024-06-05,South,Store,P1001,Wireless Mouse,Electronics,27.21,1,0.15,C10178,Debit Card
O2024001800,2024-07-15,Central,Online,P1002,Mechanical Keyboard,Electronics,77.5,4,0.1,C16232,Bank Transfer
O2024001801,2024-10-13,North,Online,P1010,Backpack,Lifestyle,45.45,8,0.0,C12795,Credit Card
O2024001802,2024-07-01,Central,Online,P1006,Ergonomic Chair,Home Office,242.4,1,0.0,C17297,Pix
O2024001803,2024-06-01,East,Online,P1001,Wireless Mouse,Electronics,25.9,3,0.2,C10731,Debit Card
O2024001804,2024-04-15,South,Marketplace,P1007,Notebook Pack,Stationery,12.62,3,0.0,C12933,Pix
O2024001805,2024-12-05,East,Online,P1014,Planner 2024,Stationery,14.9,4,0.15,C15074,Bank Transfer
O2024001806,2024-08-01,North,Online,P1006,Ergonomic Chair,Home Office,252.4,2,0.0,C11490,Credit Card
O2024001807,2024-11-13,West,Store,P1005,Desk Lamp,Home Office,35.24,4,0.1,C12263,Bank Transfer
O2024001808,2024-12-26,East,Marketplace,P1008,Ballpoint Pen Set,Stationery,8.23,2,0.2,C14312,Debit Card
O2024001809,2024-02-04,South,Store,P1008,Ballpoint Pen Set,Stationery,8.83,5,0.2,C17088,Bank Transfer
O2024001810,2024-12-23,West,Online,P1012,Webcam,Electronics,39.5,3,0.0,C11167,Credit Card
O2024001811,2024-04-20,Central,Store,P1007,Notebook Pack,Stationery,12.37,1,0.05,C15810,Debit Card
O2024001812,2024-03-12,West,Online,P1001,Wireless Mouse,Electronics,25.64,1,0.15,C16738,Bank Transfer
O2024001813,2024-02-11,East,Store,P1014,Planner 2024,Stationery,15.2,2,0.0,C12220,Credit Card
O2024001814,2024-01-07,Central,Store,P1013,Coffee Mug,Lifestyle,11.77,5,0.15,C16691,Pix
O2024001815,2024-01-06,Central,Store,P1011,Bluetooth Speaker,Electronics,59.27,3,0.1,C16358,Credit Card
O2024001816,2024-05-13,South,Wholesale,P1009,Water Bottle,Lifestyle,14.74,3,0.1,C16040,Credit Card
O2024001817,2024-12-02,Central,Store,P1013,Coffee Mug,Lifestyle,11.77,3,0.05,C17037,Credit Card
O2024001818,2024-10-10,North,Store,P1009,Water Bottle,Lifestyle,16.38,4,0.0,C19381,Credit Card
O2024001819,2024-07-07,East,Marketplace,P1004,27-inch Monitor,Electronics,186.1,1,0.2,C17769,Bank Transfer
O2024001820,2024-06-24,North,Marketplace,P1010,Backpack,Lifestyle,44.54,2,0.0,C19399,Bank Transfer
O2024001821,2024-12-24,Central,Online,P1014,Planner 2024,Stationery,14.45,4,0.0,C16322,Pix
O2024001822,2024-10-02,West,Online,P1001,Wireless Mouse,Electronics,25.64,1,0.2,C13797,Pix
O2024001823,2024-02-28,West,Online,P1002,Mechanical Keyboard,Electronics,79.1,4,0.0,C19836,Debit Card
O2024001824,2024-06-05,East,Online,P1005,Desk Lamp,Home Office,34.9,4,0.2,C11335,Credit Card
O2024001825,2024-07-14,South,Online,P1007,Notebook Pack,Stationery,12.88,3,0.15,C13829,Debit Card
O2024001826,2024-08-24,North,Store,P1006,Ergonomic Chair,Home Office,257.45,1,0.0,C12330,Credit Card
O2024001827,2024-01-01,North,Online,P1002,Mechanical Keyboard,Electronics,80.7,2,0.0,C19158,Debit Card
O2024001828,2024-06-20,West,Marketplace,P1005,Desk Lamp,Home Office,33.86,1,0.05,C14938,Credit Card
O2024001829,2024-10-24,North,Online,P1013,Coffee Mug,Lifestyle,12.02,2,0.1,C18881,Debit Card
O2024001830,2024-03-03,West,Store,P1009,Water Bottle,Lifestyle,16.06,3,0.05,C16120,Credit Card
O2024001831,2024-07-05,East,Online,P1008,Ballpoint Pen Set,Stationery,8.4,3,0.1,C11412,Bank Transfer
O2024001832,2024-02-17,North,Store,P1007,Notebook Pack,Stationery,12.88,4,0.15,C10371,Debit Card
O2024001833,2024-06-23,North,Online,P1010,Backpack,Lifestyle,45.45,1,0.15,C18307,Credit Card
O2024001834,2024-09-26,South,Marketplace,P1011,Bluetooth Speaker,Electronics,60.46,3,0.2,C11340,Debit Card
O2024001835,2024-04-04,East,Store,P1008,Ballpoint Pen Set,Stationery,8.57,5,0.0,C15969,Debit Card
O2024001836,2024-02-19,South,Online,P1003,USB-C Cable,Electronics,10.2,1,0.2,C13569,Debit Card
O2024001837,2024-11-30,Central,Wholesale,P1015,Laptop Stand,Home Office,26.1,1,0.1,C16414,Bank Transfer
O2024001838,2024-02-19,North,Online,P1008,Ballpoint Pen Set,Stationery,8.48,3,0.2,C17943,Pix
O2024001839,2024-03-19,South,Online,P1015,Laptop Stand,Home Office,30.8,1,0.05,C15068,Pix
O2024001840,2024-12-26,Central,Online,P1011,Bluetooth Speaker,Electronics,58.1,1,0.05,C15607,Pix
O2024001841,2024-12-17,South,Store,P1009,Water Bottle,Lifestyle,16.7,3,0.0,C19471,Credit Card
O2024001842,2024-08-09,South,Store,P1010,Backpack,Lifestyle,47.28,6,0.0,C16924,Pix
O2024001843,2024-01-01,North,Online,P1002,Mechanical Keyboard,Electronics,80.7,1,0.2,C14174,Debit Card
O2024001844,2024-08-23,Central,Wholesale,P1015,Laptop Stand,Home Office,26.1,2,0.05,C17265,Debit Card
O2024001845,2024-03-22,Central,Store,P1013,Coffee Mug,Lifestyle,11.77,2,0.0,C15596,Pix
O2024001846,2024-07-10,East,Wholesale,P1012,Webcam,Electronics,35.91,2,0.05,C14645,Pix
O2024001847,2024-01-14,South,Store,P1006,Ergonomic Chair,Home Office,262.54,10,0.0,C14435,Debit Card
O2024001848,2024-03-25,West,Wholesale,P1006,Ergonomic Chair,Home Office,222.66,2,0.0,C11045,Debit Card
O2024001849,2024-10-17,North,Store,P1001,Wireless Mouse,Electronics,26.68,5,0.0,C16449,Debit Card
O2024001850,2024-05-01,West,Store,P1012,Webcam,Electronics,40.29,3,0.15,C19130,Bank Transfer
O2024001851,2024-09-29,West,Store,P1013,Coffee Mug,Lifestyle,12.02,1,0.15,C12550,Credit Card
O2024001852,2024-05-09,Central,Online,P1014,Planner 2024,Stationery,14.45,6,0.2,C16054,Bank Transfer
O2024001853,2024-12-15,North,Online,P1014,Planner 2024,Stationery,15.05,3,0.05,C16468,Pix
O2024001854,2024-03-09,West,Online,P1013,Coffee Mug,Lifestyle,11.78,6,0.2,C11551,Credit Card
O2024001855,2024-11-02,North,Store,P1015,Laptop Stand,Home Office,30.8,1,0.0,C19928,Bank Transfer
O2024001856,2024-07-15,North,Online,P1001,Wireless Mouse,Electronics,26.16,5,0.2,C15953,Pix
O2024001857,2024-09-21,East,Online,P1014,Planner 2024,Stationery,14.9,2,0.1,C17509,Pix
O2024001858,2024-11-15,South,Online,P1008,Ballpoint Pen Set,Stationery,8.65,1,0.0,C12721,Credit Card
O2024001859,2024-06-05,East,Store,P1012,Webcam,Electronics,40.7,1,0.15,C12925,Debit Card
O2024001860,2024-04-06,North,Online,P1014,Planner 2024,Stationery,15.05,3,0.15,C17104,Bank Transfer
O2024001861,2024-04-06,North,Marketplace,P1010,Backpack,Lifestyle,44.54,3,0.1,C17299,Bank Transfer
O2024001862,2024-09-16,South,Store,P1011,Bluetooth Speaker,Electronics,62.93,1,0.15,C17450,Debit Card
O2024001863,2024-06-19,North,Store,P1012,Webcam,Electronics,41.1,4,0.0,C11128,Debit Card
O2024001864,2024-08-15,East,Wholesale,P1014,Planner 2024,Stationery,13.41,6,0.0,C12365,Pix
O2024001865,2024-10-16,South,Marketplace,P1001,Wireless Mouse,Electronics,26.14,1,0.15,C14567,Pix
O2024001866,2024-02-25,Central,Marketplace,P1001,Wireless Mouse,Electronics,24.62,3,0.05,C12741,Credit Card
O2024001867,2024-04-22,East,Store,P1007,Notebook Pack,Stationery,12.75,2,0.0,C10294,Credit Card
O2024001868,2024-07-07,Central,Store,P1006,Ergonomic Chair,Home Office,247.25,2,0.1,C16801,Credit Card
O2024001869,2024-06-30,South,Online,P1015,Laptop Stand,Home Office,30.8,1,0.05,C12809,Bank Transfer
O2024001870,2024-12-19,East,Online,P1004,27-inch Monitor,Electronics,189.9,2,0.0,C12118,Credit Card
O2024001871,2024-09-04,Central,Marketplace,P1012,Webcam,Electronics,37.93,2,0.0,C17942,Bank Transfer
O2024001872,2024-10-22,North,Wholesale,P1004,27-inch Monitor,Electronics,172.62,1,0.0,C10192,Pix
O2024001873,2024-03-08,East,Online,P1011,Bluetooth Speaker,Electronics,59.9,10,0.0,C18243,Credit Card
O2024001874,2024-12-28,West,Store,P1001,Wireless Mouse,Electronics,26.15,1,0.1,C12521,Pix
O2024001875,2024-11-29,East,Online,P1008,Ballpoint Pen Set,Stationery,8.4,5,0.0,C11867,Pix
O2024001876,2024-10-24,North,Marketplace,P1009,Water Bottle,Lifestyle,15.74,1,0.2,C13199,Debit Card
O2024001877,2024-01-20,North,Marketplace,P1010,Backpack,Lifestyle,44.54,4,0.05,C10240,Credit Card
O2024001878,2024-01-24,West,Store,P1002,Mechanical Keyboard,Electronics,80.68,2,0.0,C18274,Credit Card
O2024001879,2024-11-14,West,Online,P1014,Planner 2024,Stationery,14.75,1,0.15,C17995,Credit Card
O2024001880,2024-04-08,South,Online,P1013,Coffee Mug,Lifestyle,12.26,2,0.05,C13605,Credit Card
O2024001881,2024-07-30,East,Store,P1007,Notebook Pack,Stationery,12.75,4,0.0,C19714,Credit Card
O2024001882,2024-02-11,North,Store,P1005,Desk Lamp,Home Office,35.95,1,0.2,C17325,Bank Transfer
O2024001883,2024-04-21,West,Online,P1013,Coffee Mug,Lifestyle,11.78,3,0.05,C18313,Debit Card
O2024001884,2024-09-29,Central,Marketplace,P1010,Backpack,Lifestyle,42.78,1,0.0,C11230,Bank Transfer
O2024001885,2024-04-19,West,Store,P1007,Notebook Pack,Stationery,12.62,6,0.1,C11910,Credit Card
O2024001886,2024-02-26,East,Store,P1011,Bluetooth Speaker,Electronics,61.1,1,0.2,C17970,Credit Card
O2024001887,2024-04-23,West,Store,P1010,Backpack,Lifestyle,45.44,1,0.0,C16996,Credit Card
O2024001888,2024-07-16,North,Online,P1012,Webcam,Electronics,40.3,1,0.0,C10178,Debit Card
O2024001889,2024-08-06,Central,Online,P1009,Water Bottle,Lifestyle,15.42,4,0.0,C19743,Pix
O2024001890,2024-03-01,West,Store,P1010,Backpack,Lifestyle,45.44,2,0.05,C16681,Debit Card
O2024001891,2024-12-01,South,Online,P1001,Wireless Mouse,Electronics,26.68,1,0.0,C10585,Debit Card
O2024001892,2024-07-10,East,Store,P1009,Water Bottle,Lifestyle,16.22,6,0.15,C10534,Pix
O2024001893,2024-06-29,East,Store,P1009,Water Bottle,Lifestyle,16.22,1,0.2,C15966,Debit Card
O2024001894,2024-06-10,South,Store,P1010,Backpack,Lifestyle,47.28,2,0.0,C15325,Pix
O2024001895,2024-03-18,East,Wholesale,P1009,Water Bottle,Lifestyle,14.31,2,0.1,C14703,Debit Card
O2024001896,2024-05-26,North,Online,P1014,Planner 2024,Stationery,15.05,3,0.2,C18316,Credit Card
O2024001897,2024-03-21,West,Online,P1004,27-inch Monitor,Electronics,188.0,2,0.15,C11861,Debit Card
O2024001898,2024-05-29,North,Online,P1011,Bluetooth Speaker,Electronics,60.5,4,0.05,C18320,Bank Transfer
O2024001899,2024-08-26,Central,Store,P1014,Planner 2024,Stationery,14.74,2,0.1,C19413,Pix
O2024001900,2024-07-29,Central,Online,P1006,Ergonomic Chair,Home Office,242.4,2,0.0,C15398,Credit Card
O2024001901,2024-01-23,West,Marketplace,P1015,Laptop Stand,Home Office,29.01,1,0.0,C13918,Bank Transfer
O2024001902,2024-02-13,South,Wholesale,P1011,Bluetooth Speaker,Electronics,55.53,8,0.0,C17264,Debit Card
O2024001903,2024-02-05,West,Store,P1004,27-inch Monitor,Electronics,191.76,1,0.05,C18895,Pix
O2024001904,2024-08-06,West,Online,P1003,USB-C Cable,Electronics,9.8,6,0.2,C17996,Credit Card
O2024001905,2024-05-09,East,Online,P1006,Ergonomic Chair,Home Office,249.9,4,0.0,C17776,Credit Card
O2024001906,2024-12-01,South,Online,P1004,27-inch Monitor,Electronics,195.6,10,0.15,C17798,Pix
O2024001907,2024-07-26,North,Wholesale,P1004,27-inch Monitor,Electronics,172.62,4,0.0,C13225,Pix
O2024001908,2024-02-04,South,Online,P1005,Desk Lamp,Home Office,35.95,3,0.15,C12460,Debit Card
O2024001909,2024-02-03,East,Marketplace,P1004,27-inch Monitor,Electronics,186.1,2,0.0,C12728,Debit Card
O2024001910,2024-05-30,North,Online,P1005,Desk Lamp,Home Office,35.25,4,0.0,C17481,Credit Card
O2024001911,2024-02-01,South,Online,P1013,Coffee Mug,Lifestyle,12.26,3,0.0,C13114,Pix
O2024001912,2024-04-14,South,Online,P1004,27-inch Monitor,Electronics,195.6,2,0.0,C16413,Pix
O2024001913,2024-06-28,South,Wholesale,P1013,Coffee Mug,Lifestyle,11.03,3,0.1,C13174,Bank Transfer
O2024001914,2024-01-10,North,Online,P1015,Laptop Stand,Home Office,30.2,1,0.0,C14321,Debit Card
O2024001915,2024-06-06,South,Store,P1012,Webcam,Electronics,41.92,4,0.0,C16269,Pix
O2024001916,2024-07-27,Central,Store,P1011,Bluetooth Speaker,Electronics,59.27,2,0.0,C14078,Credit Card
O2024001917,2024-06-18,Central,Store,P1014,Planner 2024,Stationery,14.74,2,0.1,C14151,Pix
O2024001918,2024-07-26,South,Online,P1001,Wireless Mouse,Electronics,26.68,3,0.15,C10666,Pix
O2024001919,2024-10-10,South,Marketplace,P1010,Backpack,Lifestyle,45.42,1,0.05,C13565,Debit Card
O2024001920,2024-07-05,North,Marketplace,P1013,Coffee Mug,Lifestyle,11.78,4,0.15,C18321,Credit Card
O2024001921,2024-05-06,South,Store,P1013,Coffee Mug,Lifestyle,12.5,1,0.15,C17366,Pix
O2024001922,2024-01-13,West,Store,P1003,USB-C Cable,Electronics,10.0,2,0.0,C17382,Pix
O2024001923,2024-10-04,Central,Store,P1012,Webcam,Electronics,39.48,1,0.05,C10992,Bank Transfer
O2024001924,2024-07-21,East,Store,P1011,Bluetooth Speaker,Electronics,61.1,1,0.2,C12223,Credit Card
O2024001925,2024-04-26,South,Online,P1004,27-inch Monitor,Electronics,195.6,2,0.05,C10343,Debit Card
O2024001926,2024-12-31,West,Online,P1007,Notebook Pack,Stationery,12.38,1,0.05,C14823,Debit Card
O2024001927,2024-08-16,East,Online,P1002,Mechanical Keyboard,Electronics,79.9,5,0.0,C15471,Credit Card
O2024001928,2024-11-13,East,Store,P1006,Ergonomic Chair,Home Office,254.9,4,0.0,C12883,Credit Card
